fork_owner,fork_url,owner_type,created_at,pushed_at,size,stars,forks_of_fork,open_issues,has_homepage,is_archived
pillar,https://github.com/pillar/claude-code-templates,User,2025-08-20T17:27:07Z,2025-08-20T16:58:36Z,3872,0,0,0,True,False
urbrioche,https://github.com/urbrioche/claude-code-templates,User,2025-08-20T13:44:56Z,2025-08-19T22:26:23Z,3872,0,0,0,True,False
bilallamal07,https://github.com/bilallamal07/claude-code-templates,User,2025-08-20T09:50:25Z,2025-08-19T22:26:23Z,3872,0,0,0,True,False
giinie,https://github.com/giinie/claude-code-templates,User,2025-08-20T07:45:39Z,2025-10-17T05:10:17Z,8298,0,0,0,True,False
bloudbunny-spec,https://github.com/bloudbunny-spec/claude-code-templates,User,2025-08-20T05:24:18Z,2025-08-19T22:26:23Z,3872,0,0,0,True,False
FabioS783,https://github.com/FabioS783/claude-code-templates,User,2025-08-19T11:33:22Z,2025-08-19T11:31:50Z,3811,0,0,0,True,False
shimoli007,https://github.com/shimoli007/claude-code-templates,User,2025-08-19T10:01:07Z,2025-08-18T14:45:30Z,3811,0,0,0,True,False
ranvier2d2,https://github.com/ranvier2d2/claude-code-templates,User,2025-08-19T07:27:10Z,2025-08-18T14:45:30Z,3811,0,0,0,True,False
ericbfriday,https://github.com/ericbfriday/claude-code-templates,User,2025-08-19T05:23:43Z,2025-09-29T23:40:53Z,7231,0,0,0,True,False
tejastn10,https://github.com/tejastn10/claude-code-templates,User,2025-08-19T03:35:11Z,2025-08-18T14:45:30Z,3811,0,0,0,True,False
Zhouzheng-Bingo,https://github.com/Zhouzheng-Bingo/claude-code-templates,User,2025-08-19T01:52:38Z,2025-08-18T14:45:30Z,3811,0,0,0,True,False
lordvins226,https://github.com/lordvins226/claude-code-templates,User,2025-08-18T21:19:16Z,2025-08-19T02:13:26Z,3449,0,0,0,True,False
djyalu,https://github.com/djyalu/claude-code-templates,User,2025-08-18T19:55:56Z,2025-08-18T14:45:30Z,3811,0,0,0,True,False
zgos,https://github.com/zgos/claude-code-templates,User,2025-08-18T18:58:29Z,2025-08-18T14:45:30Z,3811,0,0,0,True,False
0xRaghu,https://github.com/0xRaghu/claude-code-templates,User,2025-08-18T16:22:20Z,2025-08-18T18:11:25Z,3445,0,0,0,True,False
Dradebo,https://github.com/Dradebo/claude-code-templates,User,2025-08-18T14:47:43Z,2025-09-23T06:55:52Z,8006,0,0,0,True,False
VelarIQ-AI,https://github.com/VelarIQ-AI/claude-code-templates-18,Organization,2025-08-18T11:39:25Z,2025-08-17T17:45:36Z,3801,0,0,0,True,False
jacksoncarl,https://github.com/jacksoncarl/claude-code-templates,User,2025-08-18T11:26:18Z,2025-08-17T17:45:36Z,3801,0,0,0,True,False
epicsagas,https://github.com/epicsagas/claude-code-templates,User,2025-08-18T10:49:59Z,2025-08-17T17:45:36Z,3801,0,0,0,True,False
Chris443C,https://github.com/Chris443C/claude-code-templates,User,2025-08-18T09:12:41Z,2025-08-17T17:45:36Z,3801,0,0,0,True,False
Hyung-Youn-Na,https://github.com/Hyung-Youn-Na/claude-code-templates,User,2025-08-18T08:32:49Z,2025-08-17T17:45:36Z,3801,0,0,0,True,False
cinco,https://github.com/cinco/claude-code-templates,User,2025-08-17T15:53:20Z,2025-08-17T15:39:19Z,6122,0,0,0,True,False
itscarill,https://github.com/itscarill/claude-code-templates,User,2025-08-17T14:22:55Z,2025-08-16T22:09:19Z,6122,0,0,0,True,False
orcasai,https://github.com/orcasai/claude-code-templates,User,2025-08-17T10:40:09Z,2025-08-16T22:09:19Z,6122,0,0,0,True,False
arosstale,https://github.com/arosstale/claude-code-templates,User,2025-08-16T23:14:40Z,2025-08-16T22:09:19Z,6122,0,0,0,True,False
OpulentiaAI,https://github.com/OpulentiaAI/claude-code-templates-,Organization,2025-08-16T19:19:50Z,2025-08-16T17:03:38Z,5485,0,0,0,True,False
alzub,https://github.com/alzub/claude-code-templates,User,2025-08-16T18:58:58Z,2025-08-16T17:03:38Z,5485,0,0,0,True,False
LPasslack,https://github.com/LPasslack/claude-code-templates,User,2025-08-16T15:50:55Z,2025-10-10T15:12:17Z,6520,0,0,0,True,False
PANXIONG-CN,https://github.com/PANXIONG-CN/claude-code-templates,User,2025-08-16T14:18:46Z,2025-08-16T14:10:39Z,4355,0,0,0,True,False
shizonic,https://github.com/shizonic/claude-code-templates,User,2025-08-16T12:35:56Z,2025-08-16T00:34:54Z,4355,0,0,0,True,False
Ancient23,https://github.com/Ancient23/claude-code-templates,User,2025-08-16T11:09:46Z,2025-08-19T17:52:32Z,3456,0,0,0,True,False
ChatGPTBuddy,https://github.com/ChatGPTBuddy/claude-code-templates,User,2025-08-16T10:03:30Z,2025-08-16T00:34:54Z,4355,0,0,0,True,False
okwareddevnest,https://github.com/okwareddevnest/claude-code-templates,User,2025-08-16T09:17:11Z,2025-08-16T00:34:54Z,4355,0,1,0,True,False
tl-nguyen,https://github.com/tl-nguyen/claude-code-templates,User,2025-08-16T09:09:42Z,2025-08-16T00:34:54Z,4355,0,0,0,True,False
ahelme,https://github.com/ahelme/claude-code-templates,User,2025-08-16T08:48:51Z,2025-08-16T15:13:16Z,4054,0,0,0,True,False
tomkiyang,https://github.com/tomkiyang/claude-code-templates,User,2025-08-16T08:12:42Z,2025-08-16T00:34:54Z,4355,0,0,0,True,False
praneybehl,https://github.com/praneybehl/claude-code-templates,User,2025-08-16T06:27:05Z,2025-08-16T20:08:49Z,5481,0,0,0,True,False
aegntic,https://github.com/aegntic/claude-code-templates,User,2025-08-16T04:51:05Z,2025-09-02T19:36:08Z,6075,3,0,0,True,False
henri-edh,https://github.com/henri-edh/claude-code-templates,User,2025-08-16T01:18:12Z,2026-01-15T03:35:44Z,18047,0,0,0,True,False
PouryaNoufallah96,https://github.com/PouryaNoufallah96/claude-code-templates,User,2025-08-15T16:04:00Z,2025-08-15T02:04:05Z,3746,0,0,0,True,False
tajul78,https://github.com/tajul78/claude-code-templates,User,2025-08-15T11:21:13Z,2025-08-15T02:04:05Z,3746,0,0,0,True,False
batalhao,https://github.com/batalhao/claude-code-templates,User,2025-08-15T11:06:21Z,2025-08-15T02:04:05Z,3746,0,0,0,True,False
kiboomhan,https://github.com/kiboomhan/claude-code-templates,User,2025-08-15T10:25:25Z,2025-08-15T02:04:05Z,3746,0,0,0,True,False
cjnprospa,https://github.com/cjnprospa/claude-code-templates,User,2025-08-15T03:47:07Z,2025-08-15T02:04:05Z,3746,0,0,0,True,False
David-Hoa2023,https://github.com/David-Hoa2023/claude-code-templates,User,2025-08-15T03:42:10Z,2025-08-15T02:04:05Z,3746,0,0,0,True,False
la-cuevadellobo,https://github.com/la-cuevadellobo/claude-code-templates,User,2025-08-14T19:29:17Z,2025-08-14T18:13:01Z,5434,0,0,0,True,False
jpocalan,https://github.com/jpocalan/claude-code-templates,User,2025-08-14T16:18:51Z,2025-08-14T16:07:46Z,5397,0,0,0,True,False
maxdata,https://github.com/maxdata/claude-code-templates,User,2025-08-14T15:25:01Z,2025-08-21T00:04:08Z,2828,0,0,0,True,False
huminsky,https://github.com/huminsky/claude-code-templates,User,2025-08-14T15:14:03Z,2025-08-14T15:05:09Z,4836,0,0,0,True,False
jeremy-schaab,https://github.com/jeremy-schaab/claude-code-templates,User,2025-08-14T12:04:51Z,2025-08-14T11:54:47Z,3713,0,0,0,True,False
davidhenrymorgan,https://github.com/davidhenrymorgan/claude-code-templates,User,2025-08-14T04:40:16Z,2025-08-14T03:02:14Z,3713,0,0,0,True,False
VelarIQ,https://github.com/VelarIQ/claude-code-templates,User,2025-08-14T01:42:12Z,2025-08-09T15:07:02Z,3014,0,0,0,True,False
emmanuelrc,https://github.com/emmanuelrc/claude-code-templates,User,2025-08-14T00:08:15Z,2025-08-09T15:07:02Z,3014,0,0,0,True,False
DoKyungHan0114,https://github.com/DoKyungHan0114/claude-code-templates,User,2025-08-13T22:32:12Z,2025-08-09T15:07:02Z,3014,0,0,0,True,False
vivi2886,https://github.com/vivi2886/claude-code-templates,User,2025-08-13T22:25:45Z,2025-08-09T15:07:02Z,3014,0,0,0,True,False
tenacl,https://github.com/tenacl/claude-code-templates,User,2025-08-13T17:02:00Z,2025-08-09T15:07:02Z,3014,0,0,0,True,False
kimcharli,https://github.com/kimcharli/claude-code-templates,User,2025-08-13T16:22:18Z,2025-08-09T15:07:02Z,3014,0,0,0,True,False
Marmalade118,https://github.com/Marmalade118/claude-code-templates,User,2025-08-13T09:48:55Z,2025-08-09T15:07:02Z,3014,0,0,0,True,False
gabrielpantoja-cl,https://github.com/gabrielpantoja-cl/claude-code-templates,User,2025-08-13T03:31:48Z,2025-08-09T15:07:02Z,3014,0,0,0,True,False
Mitternacht,https://github.com/Mitternacht/claude-code-templates,User,2025-08-12T22:46:39Z,2025-08-09T15:07:02Z,3014,0,0,0,True,False
csk6124,https://github.com/csk6124/claude-code-templates,User,2025-08-12T18:03:46Z,2025-08-09T15:07:02Z,3014,0,0,0,True,False
rocktw,https://github.com/rocktw/claude-code-templates,User,2025-08-12T16:10:53Z,2025-08-09T15:07:02Z,3014,0,0,0,True,False
rowdeecana14,https://github.com/rowdeecana14/claude-code-templates,User,2025-08-12T12:57:19Z,2025-08-09T15:07:02Z,3014,0,0,0,True,False
datamamba,https://github.com/datamamba/claude-code-templates,User,2025-08-12T05:03:52Z,2025-08-09T15:07:02Z,3014,0,0,0,True,False
thedotmack,https://github.com/thedotmack/claude-code-templates,User,2025-08-12T03:54:46Z,2025-08-09T15:07:02Z,3014,0,0,0,True,False
avivazran,https://github.com/avivazran/claude-code-templates,User,2025-08-11T22:10:32Z,2025-08-09T15:07:02Z,3014,0,0,0,True,False
songh3ok,https://github.com/songh3ok/claude-code-templates,User,2025-08-11T13:04:23Z,2025-08-09T15:07:02Z,3014,0,0,0,True,False
innonazarene,https://github.com/innonazarene/claude-code-templates,User,2025-08-11T12:22:14Z,2025-08-09T15:07:02Z,3014,0,0,0,True,False
ryogrid-watch,https://github.com/ryogrid-watch/claude-code-templates,Organization,2025-08-11T11:09:27Z,2025-08-09T15:07:02Z,3014,0,0,0,True,False
tibby007,https://github.com/tibby007/claude-code-templates,User,2025-08-11T09:04:02Z,2025-08-09T15:07:02Z,3014,0,0,0,True,False
jungheelee,https://github.com/jungheelee/claude-code-templates,User,2025-08-11T08:08:25Z,2025-08-09T15:07:02Z,3014,0,0,0,True,False
disciplesian,https://github.com/disciplesian/claude-code-templates,User,2025-08-11T08:03:21Z,2025-08-09T15:07:02Z,3014,0,0,0,True,False
DevMinGeonPark,https://github.com/DevMinGeonPark/claude-code-templates,User,2025-08-11T06:50:00Z,2025-08-09T15:07:02Z,3014,0,0,0,True,False
darxfame,https://github.com/darxfame/claude-code-templates,User,2025-08-11T06:34:26Z,2025-08-09T15:07:02Z,3014,0,0,0,True,False
iRenanMatthew,https://github.com/iRenanMatthew/claude-code-templates,User,2025-08-11T04:04:39Z,2025-08-09T15:07:02Z,3014,0,0,0,True,False
yuezheng2006,https://github.com/yuezheng2006/claude-code-templates,User,2025-08-11T03:27:32Z,2026-01-15T03:38:11Z,17538,0,0,0,True,False
ddangit-dev,https://github.com/ddangit-dev/claude-code-templates,Organization,2025-08-11T02:27:15Z,2025-08-09T15:07:02Z,3014,0,0,0,True,False
hongquandev,https://github.com/hongquandev/claude-code-templates,User,2025-08-11T01:40:13Z,2025-08-09T15:07:02Z,3014,0,0,0,True,False
Umar-Soft,https://github.com/Umar-Soft/claude-code-templates,User,2025-08-10T18:09:57Z,2025-08-09T15:07:02Z,3014,0,0,0,True,False
yikuochan,https://github.com/yikuochan/claude-code-templates,User,2025-08-10T17:22:42Z,2025-08-09T15:07:02Z,3014,0,0,0,True,False
mghnyk,https://github.com/mghnyk/claude-code-templates,User,2025-08-10T17:14:19Z,2025-08-10T17:14:30Z,3118,0,0,0,True,False
paperwave,https://github.com/paperwave/claude-code-templates,Organization,2025-08-10T16:42:22Z,2025-08-09T15:07:02Z,3014,0,0,0,True,False
neoxen,https://github.com/neoxen/claude-code-templates,User,2025-08-10T12:47:25Z,2025-08-09T15:07:02Z,3014,0,0,0,True,False
jevans3,https://github.com/jevans3/claude-code-templates,User,2025-08-10T10:29:12Z,2025-12-18T23:38:06Z,2853,0,0,0,True,False
R00tedbrain,https://github.com/R00tedbrain/claude-code-templates,User,2025-08-10T09:36:34Z,2025-08-09T15:07:02Z,3014,0,0,0,True,False
mmmikko,https://github.com/mmmikko/claude-code-templates,User,2025-08-10T08:16:27Z,2025-08-09T15:07:02Z,3014,0,0,0,True,False
stungkit,https://github.com/stungkit/claude-code-templates,User,2025-08-10T06:12:51Z,2026-01-15T04:01:43Z,17916,1,0,1,True,False
pushpullleg,https://github.com/pushpullleg/claude-code-templates,User,2025-08-10T04:11:21Z,2025-08-09T15:07:02Z,3014,1,0,0,True,False
fdomoreno,https://github.com/fdomoreno/claude-code-templates,User,2025-08-10T04:02:35Z,2025-08-09T15:07:02Z,3014,0,0,0,True,False
charlesgobina,https://github.com/charlesgobina/claude-code-templates,User,2025-08-09T20:20:36Z,2025-08-09T15:07:02Z,3014,0,0,0,True,False
Aminsfnhdez,https://github.com/Aminsfnhdez/claude-code-templates,User,2025-08-09T19:16:51Z,2025-08-09T15:07:02Z,3014,0,0,0,True,False
cookyman74,https://github.com/cookyman74/claude-code-templates,User,2025-08-09T15:40:56Z,2025-08-09T15:07:02Z,2955,0,0,0,True,False
lvcster,https://github.com/lvcster/claude-code-templates,User,2025-08-09T12:16:04Z,2025-08-08T18:32:54Z,2894,0,0,0,True,False
letungbach,https://github.com/letungbach/claude-code-templates,User,2025-08-09T01:05:52Z,2025-08-08T18:32:54Z,2894,0,0,0,True,False
sacha09,https://github.com/sacha09/claude-code-templates,User,2025-08-08T22:48:37Z,2025-08-08T18:32:54Z,2894,0,0,0,True,False
mostrub,https://github.com/mostrub/CCT,User,2025-08-08T22:33:50Z,2025-10-25T21:31:59Z,13957,0,0,0,True,False
the13nth,https://github.com/the13nth/claude-code-templates,User,2025-08-08T20:56:54Z,2025-08-10T11:53:34Z,2650,0,0,0,True,False
hotovson,https://github.com/hotovson/claude-code-templates,User,2025-08-08T20:46:55Z,2025-08-08T18:32:54Z,2894,0,0,0,True,False
snashaat,https://github.com/snashaat/claude-code-templates,User,2025-08-08T18:58:01Z,2025-08-08T18:32:54Z,2890,0,0,0,True,False
Franpastoragusti,https://github.com/Franpastoragusti/claude-code-templates,User,2025-08-08T18:18:16Z,2025-08-08T16:57:52Z,2890,1,0,0,True,False
dapepe,https://github.com/dapepe/claude-code-templates,User,2025-08-08T11:40:03Z,2025-08-07T16:49:55Z,2861,0,0,0,True,False
axconkr,https://github.com/axconkr/claude-code-templates,User,2025-08-08T07:46:36Z,2025-08-07T16:49:55Z,2861,0,0,0,True,False
DevKJ,https://github.com/DevKJ/claude-code-templates,User,2025-08-08T06:34:07Z,2025-08-07T16:49:55Z,2861,0,0,0,True,False
Maui-B,https://github.com/Maui-B/claude-code-templates,User,2025-08-08T05:17:33Z,2025-08-07T16:49:55Z,2861,0,0,0,True,False
Minhan-Bae,https://github.com/Minhan-Bae/claude-code-templates,User,2025-08-08T05:02:18Z,2025-08-07T16:49:55Z,2861,0,0,0,True,False
AmesianX,https://github.com/AmesianX/claude-code-templates,User,2025-08-08T04:31:46Z,2025-08-07T16:49:55Z,2861,0,0,0,True,False
t3storebraw,https://github.com/t3storebraw/claude-code-templates,User,2025-08-08T02:15:17Z,2025-09-01T11:11:03Z,40397,0,0,11,True,False
jihopark54,https://github.com/jihopark54/claude-code-templates,User,2025-08-08T00:35:02Z,2025-08-07T16:49:55Z,2861,0,0,0,True,False
daverjorge46,https://github.com/daverjorge46/claude-code-templates,User,2025-08-08T00:02:59Z,2025-08-07T16:49:55Z,2861,1,0,0,True,False
yongaru,https://github.com/yongaru/claude-code-templates,User,2025-08-07T17:56:02Z,2025-08-07T16:49:55Z,2861,0,0,0,True,False
ysl1016,https://github.com/ysl1016/claude-code-templates,User,2025-08-07T16:47:31Z,2025-08-07T16:03:07Z,2859,0,0,0,True,False
binaco,https://github.com/binaco/claude-code-templates,User,2025-08-07T15:51:03Z,2025-08-07T15:47:31Z,2840,0,0,0,True,False
kevin9327,https://github.com/kevin9327/claude-code-templates,User,2025-08-07T14:42:01Z,2025-08-06T18:12:21Z,2840,0,0,0,True,False
princess-bom,https://github.com/princess-bom/claude-code-templates,User,2025-08-07T14:02:44Z,2025-08-06T18:12:21Z,2840,0,0,0,True,False
jmar008,https://github.com/jmar008/claude-code-templates,User,2025-08-07T13:38:38Z,2025-08-06T18:12:21Z,2840,0,0,0,True,False
ers123,https://github.com/ers123/claude-code-templates,User,2025-08-07T13:23:58Z,2025-08-06T18:12:21Z,2840,0,0,0,True,False
saykim,https://github.com/saykim/claude-code-templates,User,2025-08-07T13:18:52Z,2025-08-06T18:12:21Z,2840,0,0,0,True,False
sonar3,https://github.com/sonar3/claude-code-templates,User,2025-08-07T12:40:18Z,2025-08-06T18:12:21Z,2840,0,0,0,True,False
oninepa,https://github.com/oninepa/claude-code-templates,User,2025-08-07T12:25:32Z,2025-08-06T18:12:21Z,2840,0,0,0,True,False
heem6woo,https://github.com/heem6woo/claude-code-templates,User,2025-08-07T12:17:22Z,2025-08-06T18:12:21Z,2840,0,0,0,True,False
kangwoo,https://github.com/kangwoo/claude-code-templates,User,2025-08-07T12:12:29Z,2025-08-06T18:12:21Z,2840,0,0,0,True,False
wxcorpdev,https://github.com/wxcorpdev/claude-code-templates,User,2025-08-07T11:56:25Z,2025-08-06T18:12:21Z,2840,0,0,0,True,False
Justdoit24419,https://github.com/Justdoit24419/claude-code-templates,User,2025-08-07T11:34:53Z,2025-08-06T18:12:21Z,2840,0,0,0,True,False
ruhazio,https://github.com/ruhazio/claude-code-templates,User,2025-08-07T10:19:03Z,2025-08-06T18:12:21Z,2840,0,0,0,True,False
hiro-pna,https://github.com/hiro-pna/ai-templates,User,2025-08-07T03:54:38Z,2025-08-06T18:12:21Z,2840,0,0,0,True,False
yuevthins,https://github.com/yuevthins/claude-code-templates,User,2025-08-07T03:36:15Z,2025-08-06T18:12:21Z,2840,0,0,0,True,False
TomLeeLive,https://github.com/TomLeeLive/davila7-claude-code-templates,User,2025-08-07T00:33:35Z,2025-08-06T18:12:21Z,2840,0,0,0,True,False
DoozyDoz,https://github.com/DoozyDoz/claude-code-templates,User,2025-08-06T23:39:48Z,2025-08-06T18:12:21Z,2840,0,0,0,True,False
miltonguineto,https://github.com/miltonguineto/claude-code-templates,User,2025-08-06T22:28:32Z,2025-08-06T18:12:21Z,2840,0,0,0,True,False
sahil-uddin,https://github.com/sahil-uddin/claude-code-templates,User,2025-08-06T21:43:38Z,2025-08-06T18:12:21Z,2840,0,0,0,True,False
Z3X-tech,https://github.com/Z3X-tech/claude-code-templates,User,2025-08-06T20:45:47Z,2025-08-06T18:12:21Z,2840,0,0,0,True,False
knoxgraeme,https://github.com/knoxgraeme/claude-code-templates,User,2025-08-06T19:18:41Z,2025-08-06T19:25:06Z,2846,0,0,0,True,False
katie-hemus,https://github.com/katie-hemus/claude-code-templates,User,2025-08-06T18:54:51Z,2025-08-06T18:12:21Z,2809,0,0,0,True,False
ench0812,https://github.com/ench0812/claude-code-templates,User,2025-08-06T18:08:46Z,2025-08-06T18:06:49Z,2809,0,0,0,True,False
ffscoal,https://github.com/ffscoal/claude-code-templates,User,2025-08-06T15:05:26Z,2025-08-06T14:53:16Z,2805,0,0,0,True,False
LLuCCKKyyyy,https://github.com/LLuCCKKyyyy/claude-code-templates,User,2025-08-06T10:47:15Z,2025-08-05T08:10:45Z,3226,0,0,0,True,False
chenhuimin,https://github.com/chenhuimin/claude-code-templates,User,2025-08-06T04:54:58Z,2025-08-05T08:10:45Z,3226,0,0,0,True,False
kliverz1337,https://github.com/kliverz1337/claude-code-templates,User,2025-08-06T03:01:30Z,2025-08-05T08:10:45Z,3226,0,0,0,True,False
spmamidi,https://github.com/spmamidi/claude-code-templates,User,2025-08-06T00:23:06Z,2025-08-05T08:10:45Z,3226,0,0,0,True,False
HermanActuariat,https://github.com/HermanActuariat/claude-code-templates,User,2025-08-05T21:19:14Z,2025-10-10T08:51:59Z,6152,0,0,0,True,False
fredfb,https://github.com/fredfb/claude-code-templates,User,2025-08-05T16:31:14Z,2025-08-05T08:10:45Z,3226,0,0,0,True,False
Shadow0ps,https://github.com/Shadow0ps/claude-code-templates,User,2025-08-05T14:59:46Z,2025-08-05T08:10:45Z,3226,0,0,0,True,False
leixy76,https://github.com/leixy76/claude-code-templates,User,2025-08-05T14:56:34Z,2025-11-04T09:46:42Z,13233,0,0,0,True,False
toininoi,https://github.com/toininoi/claude-code-templates,User,2025-08-05T14:06:26Z,2025-08-05T08:10:45Z,3226,0,0,0,True,False
netzkontrast,https://github.com/netzkontrast/agent-templates,User,2025-08-05T12:07:44Z,2025-08-05T14:27:12Z,3135,0,0,2,True,False
lgertel,https://github.com/lgertel/claude-code-templates,User,2025-08-05T11:22:04Z,2025-08-05T08:10:45Z,3226,0,0,0,True,False
bejaminjones,https://github.com/bejaminjones/claude-code-templates,User,2025-08-05T10:37:49Z,2025-08-05T08:10:45Z,3226,0,0,0,True,False
Optimising2,https://github.com/Optimising2/claudeg,User,2025-08-05T10:35:23Z,2025-08-05T08:10:45Z,3226,0,0,0,True,False
mylex,https://github.com/mylex/claude-code-templates,User,2025-08-05T10:19:23Z,2025-08-05T08:10:45Z,3226,0,0,0,True,False
DCoinHub,https://github.com/DCoinHub/claude-code-templates,Organization,2025-08-05T10:10:01Z,2025-09-16T13:39:06Z,7144,0,0,0,True,False
AlfredChaos,https://github.com/AlfredChaos/claude-code-templates,User,2025-08-05T08:36:40Z,2025-08-05T08:10:45Z,3485,0,0,0,True,False
yashpritwani,https://github.com/yashpritwani/claude-code-templates,User,2025-08-05T08:28:27Z,2025-08-05T08:10:45Z,3485,0,0,0,True,False
habibtalib,https://github.com/habibtalib/claude-code-templates,User,2025-08-05T07:22:26Z,2025-08-04T22:49:32Z,3485,0,0,0,True,False
r0br00ks,https://github.com/r0br00ks/claude-code-templates,User,2025-08-05T07:20:08Z,2025-08-04T22:49:32Z,3485,0,0,0,True,False
mvandermeulen,https://github.com/mvandermeulen/claude-code-templates,User,2025-08-05T06:43:00Z,2026-01-14T17:08:57Z,42552,0,0,0,True,False
HQuang,https://github.com/HQuang/claude-code-templates,User,2025-08-05T06:39:00Z,2025-08-04T22:49:32Z,3485,0,0,0,True,False
milindarji,https://github.com/milindarji/claude-code-templates,User,2025-08-05T06:10:41Z,2025-08-04T22:49:32Z,3485,0,0,0,True,False
tdollar15,https://github.com/tdollar15/claude-code-templates,User,2025-08-05T05:43:50Z,2025-08-04T22:49:32Z,3485,0,0,0,True,False
mangopudding,https://github.com/mangopudding/claude-code-templates,User,2025-08-05T05:37:06Z,2025-08-04T22:49:32Z,3485,0,0,0,True,False
dhanunjayavuppala,https://github.com/dhanunjayavuppala/claude-code-templates,User,2025-08-05T04:37:44Z,2025-08-04T22:49:32Z,3485,0,0,0,True,False
wdEffort,https://github.com/wdEffort/claude-code-templates,User,2025-08-05T04:16:52Z,2025-08-04T22:49:32Z,3485,0,0,0,True,False
zengjixiang-ai,https://github.com/zengjixiang-ai/claude-code-templates,Organization,2025-08-05T03:18:26Z,2025-08-04T22:49:32Z,3485,0,0,0,True,False
johne3x,https://github.com/johne3x/claude-code-templates,User,2025-08-05T03:08:11Z,2025-08-04T22:49:32Z,3485,0,0,0,True,False
robertDouglass,https://github.com/robertDouglass/claude-code-templates,User,2025-08-05T02:48:09Z,2025-08-04T22:49:32Z,3485,0,0,0,True,False
dungnnt,https://github.com/dungnnt/claude-code-templates,User,2025-08-05T02:16:39Z,2025-08-04T22:49:32Z,3485,0,0,0,True,False
1723229,https://github.com/1723229/claude-code-templates,User,2025-08-05T01:35:58Z,2025-08-04T22:49:32Z,3485,0,0,0,True,False
0xLiam-bit,https://github.com/0xLiam-bit/claude-code-templates,User,2025-08-05T01:03:23Z,2025-08-04T22:49:32Z,3485,0,0,0,True,False
AIDEUSPRO,https://github.com/AIDEUSPRO/claude-code-templates,User,2025-08-05T01:00:01Z,2025-08-04T22:49:32Z,3485,0,0,0,True,False
yasku,https://github.com/yasku/claude-code-templates,User,2025-08-04T22:56:28Z,2025-08-04T22:49:32Z,3454,0,0,0,True,False
ieei0214,https://github.com/ieei0214/claude-code-templates,User,2025-08-04T22:51:23Z,2025-08-20T00:32:37Z,3533,0,0,0,True,False
DKledx,https://github.com/DKledx/claude-code-templates,User,2025-08-04T22:36:17Z,2025-08-04T20:42:46Z,3454,1,0,0,True,False
neversettledwanderer,https://github.com/neversettledwanderer/claude-code-templates,User,2025-08-04T21:52:38Z,2025-11-14T05:07:39Z,1654,0,0,0,True,False
MarkAi41,https://github.com/MarkAi41/claude-code-templates,User,2025-08-04T20:40:50Z,2025-08-04T20:21:50Z,3439,0,0,0,True,False
Arkessiah,https://github.com/Arkessiah/claude-code-templates,User,2025-08-04T20:30:56Z,2025-08-04T20:21:50Z,3439,0,0,0,True,False
FredLaRosa,https://github.com/FredLaRosa/claude-code-templates,User,2025-08-04T20:22:37Z,2025-08-04T20:21:50Z,3439,0,0,0,True,False
githuax,https://github.com/githuax/claude-code-templates,User,2025-08-04T20:06:47Z,2025-08-04T18:58:44Z,3439,0,0,0,True,False
Cyarun,https://github.com/Cyarun/claude-code-templates,User,2025-08-04T19:25:54Z,2025-08-04T18:58:44Z,2346,0,0,0,True,False
valdsab,https://github.com/valdsab/claude-code-templates,User,2025-08-04T19:21:18Z,2025-08-04T18:58:44Z,2346,0,0,0,True,False
mtzgomez,https://github.com/mtzgomez/claude-code-templates,User,2025-08-04T18:06:20Z,2025-08-04T17:56:02Z,2471,1,0,0,True,False
allen4m,https://github.com/allen4m/claude-code-templates,User,2025-08-04T18:02:02Z,2025-08-04T17:56:02Z,2471,0,0,0,True,False
Joker1718,https://github.com/Joker1718/claude-code-templates,User,2025-08-04T17:54:23Z,2025-08-04T14:46:08Z,2471,0,0,0,True,False
Elviscanwrite,https://github.com/Elviscanwrite/claude-code-templates,User,2025-08-04T16:10:01Z,2025-08-04T14:46:08Z,2471,0,0,0,True,False
xudesheng,https://github.com/xudesheng/claude-code-templates,User,2025-08-04T15:49:53Z,2025-08-04T14:46:08Z,2471,0,0,0,True,False
ohayou0725,https://github.com/ohayou0725/claude-code-templates,User,2025-08-04T15:46:14Z,2025-08-04T14:46:08Z,2471,0,0,0,True,False
jesusegg,https://github.com/jesusegg/claude-code-templates,User,2025-08-04T13:55:06Z,2025-08-04T13:45:15Z,2062,0,0,0,True,False
Doithoo,https://github.com/Doithoo/claude-code-templates,User,2025-08-04T13:51:39Z,2025-08-04T13:45:15Z,2062,0,0,0,True,False
OmarOneil,https://github.com/OmarOneil/claude-code-templates,User,2025-08-04T12:18:45Z,2025-08-04T00:01:12Z,2062,0,0,0,True,False
davidlealo,https://github.com/davidlealo/claude-code-templates,User,2025-08-04T11:57:02Z,2025-08-04T00:01:12Z,2062,0,0,0,True,False
hymnfish,https://github.com/hymnfish/claude-code-templates,User,2025-08-04T10:59:20Z,2025-08-04T00:01:12Z,2062,0,0,0,True,False
visualGravitySense,https://github.com/visualGravitySense/claude-code-templates,User,2025-08-04T09:30:04Z,2025-08-04T00:01:12Z,2062,0,0,0,True,False
QAGITECH,https://github.com/QAGITECH/claude-code-templates,User,2025-08-04T08:58:46Z,2025-08-04T00:01:12Z,2062,0,0,0,True,False
pcedison,https://github.com/pcedison/claude-code-templates,User,2025-08-04T08:08:12Z,2025-08-04T00:01:12Z,2062,0,0,0,True,False
laooopooo,https://github.com/laooopooo/claude-code-templates,User,2025-08-04T08:04:11Z,2026-01-15T03:59:44Z,18992,0,0,0,True,False
